Order_ID,Order_Date,Customer_ID,Customer_Name,City,Category,Product,Quantity,Unit_Price,Discount,Payment_Method,Order_Status
ORD0063,2025-08-30,C105,Sabina,Baku,Books,Python Book,1,29.75,0.05,Bank Transfer,Completed
ORD0064,2025-08-05,C186,Tural,Sumqayit,Home,Kettle,1,228.63,0.1,Cash,Completed
ORD0065,2026-06-02,C192,Aysel,Mingachevir,Home,Coffee Maker,5,18.9,0.2,Card,Cancelled
ORD0066,2025-03-24,C117,Nigar,Shaki,Books,Excel Book,1,47.37,0.0,Bank Transfer,Cancelled
ORD0067,2026-05-03,C132,Murad,Lankaran,Books,AI Book,2,19.89,0.05,Cash,Returned
ORD0068,2025-02-23,C105,Lala,Shaki,Home,Vacuum Cleaner,3,102.72,0.05,Online Payment,Cancelled
ORD0069,2025-04-13,C138,Gunay,Ganja,Books,SQL Book,2,49.86,0.05,Cash,Completed
ORD0070,2025-06-15,C197,Kamran,Lankaran,Home,Blender,2,114.25,0.15,Card,Cancelled
ORD0071,2025-11-26,C117,Gunay,Lankaran,Clothing,Jeans,5,167.89,0.2,Card,Completed
ORD0072,2025-04-21,C123,Sabina,Sumqayit,Books,Data Analytics Book,4,38.14,0.0,Online Payment,Completed
ORD0073,2025-03-02,C151,Leyla,Mingachevir,Home,Vacuum Cleaner,5,161.84,0.0,Cash,Cancelled
ORD0074,2026-06-08,C190,Lala,Ganja,Books,Python Book,1,35.79,0.05,Card,Completed
ORD0075,2025-05-01,C186,Emil,Shaki,Electronics,Wireless Mouse,3,363.75,0.15,Card,Completed
ORD0076,2025-09-10,C152,Emil,Shaki,Furniture,Table Lamp,2,287.98,0.1,Cash,Completed
ORD0077,2025-11-08,C107,Leyla,Shaki,Books,SQL Book,3,9.91,0.05,Card,Completed
ORD0078,2025-07-11,C189,Sabina,Mingachevir,Furniture,Bookshelf,4,157.09,0.0,Card,Completed
ORD0079,2026-06-09,C184,Rauf,Lankaran,Furniture,Table Lamp,2,104.63,0.1,Card,Completed
ORD0080,2026-01-04,C183,Zehra,Baku,Clothing,Jeans,5,107.03,0.05,Cash,Completed
ORD0081,2026-01-12,C133,Nigar,Shaki,Home,Vacuum Cleaner,5,296.16,0.0,Bank Transfer,Completed
ORD0082,2025-08-31,C131,Kamran,Mingachevir,Home,Coffee Maker,4,37.87,0.2,Cash,Completed
ORD0083,2025-04-28,C194,Kamran,Shaki,Clothing,Jacket,3,166.37,0.1,Cash,Completed
ORD0084,2025-11-22,C126,Elvin,Lankaran,Furniture,Bookshelf,3,298.35,0.0,Online Payment,Completed
ORD0085,2025-11-16,C138,Nigar,Shaki,Clothing,T-Shirt,3,115.75,0.15,Card,Completed
ORD0086,2025-01-10,C105,Sabina,Ganja,Home,Coffee Maker,4,120.23,0.0,Online Payment,Completed
ORD0087,2025-11-25,C117,Rauf,Sumqayit,Clothing,T-Shirt,3,37.91,0.0,Card,Cancelled
ORD0088,2026-01-11,C175,Rauf,Ganja,Clothing,Jacket,4,82.41,0.05,Card,Returned
ORD0089,2025-08-17,C114,Gunay,Shaki,Clothing,Backpack,3,38.06,0.0,Card,Completed
ORD0090,2026-08-24,C142,Rauf,Ganja,Home,Blender,3,273.74,0.1,Card,Completed
ORD0091,2026-05-18,C166,Lala,Mingachevir,Electronics,Headphones,3,406.82,0.05,Cash,Returned
ORD0092,2026-03-24,C115,Emil,Mingachevir,Home,Vacuum Cleaner,1,110.45,0.05,Bank Transfer,Completed
ORD0093,2025-04-07,C127,Sabina,Baku,Clothing,Backpack,4,40.03,0.05,Cash,Cancelled
ORD0094,2025-06-08,C147,Orxan,Mingachevir,Home,Blender,4,112.49,0.05,Card,Cancelled
ORD0095,2025-05-10,C127,Emil,Sumqayit,Books,AI Book,3,45.56,0.05,Cash,Completed
ORD0096,2025-09-11,C174,Kamran,Shaki,Home,Kettle,2,250.64,0.15,Online Payment,Completed
ORD0097,2026-04-05,C200,Orxan,Mingachevir,Books,SQL Book,5,39.8,0.1,Cash,Completed
ORD0098,2025-02-20,C129,Lala,Baku,Clothing,Jeans,3,26.37,0.05,Cash,Cancelled
ORD0099,2025-07-01,C187,Rauf,Baku,Books,SQL Book,3,51.62,0.05,Card,Completed
ORD0100,2025-11-09,C126,Rauf,Sumqayit,Books,Python Book,4,18.69,0.05,Bank Transfer,Returned
ORD0101,2025-12-13,C117,Tural,Sumqayit,Furniture,Desk,4,183.87,0.15,Cash,Completed
ORD0102,2025-06-26,C129,Emil,Sumqayit,Clothing,Backpack,2,165.95,0.0,Card,Completed
ORD0103,2025-05-28,C186,Gunay,Mingachevir,Electronics,Smart Watch,1,217.37,0.0,Online Payment,Cancelled
ORD0104,2025-11-14,C132,Lala,Mingachevir,Home,Vacuum Cleaner,1,242.94,0.0,Cash,Completed
ORD0105,2025-06-24,C166,Elvin,Lankaran,Furniture,Office Chair,1,278.17,0.05,Cash,Completed
ORD0106,2025-02-24,C103,Zehra,Ganja,Clothing,T-Shirt,3,70.17,0.1,Online Payment,Completed
ORD0107,2025-01-08,C165,Rauf,Sumqayit,Clothing,Jeans,3,158.05,0.05,Online Payment,Returned
ORD0108,2026-08-27,C108,Murad,Sumqayit,Electronics,Power Bank,3,96.77,0.2,Online Payment,Cancelled
ORD0109,2025-05-31,C185,Leyla,Mingachevir,Books,SQL Book,3,8.68,0.05,Online Payment,Completed
ORD0110,2026-06-07,C102,Leyla,Lankaran,Furniture,Office Chair,4,291.58,0.1,Cash,Returned
ORD0111,2026-05-15,C186,Gunay,Baku,Electronics,Wireless Mouse,2,390.26,0.05,Bank Transfer,Returned
ORD0112,2026-06-10,C109,Kamran,Ganja,Electronics,Wireless Mouse,5,29.66,0.05,Card,Returned
ORD0113,2025-01-29,C198,Sabina,Mingachevir,Home,Air Fryer,3,52.7,0.1,Online Payment,Cancelled
ORD0114,2025-02-03,C117,Nigar,Baku,Furniture,Table Lamp,2,189.39,0.1,Card,Completed
ORD0115,2025-06-17,C198,Gunay,Mingachevir,Books,Data Analytics Book,1,54.8,0.05,Cash,Cancelled
ORD0116,2026-07-12,C164,Murad,Lankaran,Electronics,Wireless Mouse,3,193.88,0.0,Card,Completed
ORD0117,2025-10-23,C111,Orxan,Baku,Home,Blender,3,34.45,0.0,Bank Transfer,Returned
ORD0118,2026-07-02,C120,Leyla,Sumqayit,Furniture,Monitor Stand,4,184.8,0.0,Cash,Completed
ORD0119,2025-06-03,C166,Nigar,Baku,Books,Data Analytics Book,1,25.38,0.05,Card,Completed
ORD0120,2025-01-25,C139,Leyla,Sumqayit,Books,Data Analytics Book,2,39.11,0.1,Online Payment,Completed
ORD0121,2025-02-13,C159,Tural,Baku,Furniture,Table Lamp,5,145.51,0.1,Card,Completed
ORD0122,2025-03-22,C187,Nigar,Shaki,Clothing,Sneakers,1,135.82,0.15,Online Payment,Completed
ORD0123,2025-02-16,C132,Zehra,Baku,Furniture,Office Chair,2,332.1,0.05,Cash,Returned
ORD0124,2026-05-13,C159,Sabina,Mingachevir,Books,Python Book,2,18.02,0.1,Online Payment,Completed
ORD0125,2025-09-30,C114,Emil,Sumqayit,Furniture,Bookshelf,4,295.25,0.0,Cash,Completed
ORD0126,2025-07-02,C187,Gunay,Baku,Books,Data Analytics Book,4,25.67,0.1,Card,Cancelled
ORD0127,2026-03-02,C166,Sabina,Sumqayit,Furniture,Office Chair,2,313.51,0.2,Bank Transfer,Cancelled
ORD0128,2025-02-08,C146,Orxan,Mingachevir,Books,SQL Book,1,56.83,0.05,Card,Completed
ORD0129,2025-09-23,C130,Rauf,Lankaran,Electronics,Smart Watch,5,443.16,0.1,Card,Completed
ORD0130,2025-10-20,C125,Aysel,Mingachevir,Books,SQL Book,1,23.41,0.0,Card,Completed
ORD0131,2025-03-02,C143,Gunay,Shaki,Clothing,Sneakers,3,171.74,0.15,Cash,Completed
ORD0132,2026-07-29,C154,Nigar,Sumqayit,Clothing,Jacket,5,53.23,0.0,Bank Transfer,Completed
ORD0133,2026-05-21,C103,Kamran,Shaki,Electronics,Wireless Mouse,5,35.79,0.0,Bank Transfer,Completed
ORD0134,2026-07-27,C135,Murad,Ganja,Electronics,Keyboard,1,276.83,0.0,Online Payment,Completed
ORD0135,2025-11-25,C168,Lala,Mingachevir,Books,Excel Book,2,35.92,0.05,Online Payment,Completed
ORD0136,2025-07-14,C125,,Lankaran,Home,Air Fryer,2,150.85,0.1,Online Payment,Completed
ORD0137,2025-05-04,C179,Elvin,Sumqayit,Books,Data Analytics Book,5,12.52,0.0,Cash,Returned
ORD0138,2026-08-16,C140,Samir,Shaki,Books,AI Book,5,13.69,0.15,Bank Transfer,Completed
ORD0139,2025-09-19,C188,Leyla,Lankaran,Home,Kettle,1,91.1,0.0,Online Payment,Completed
ORD0140,2025-06-19,C200,Emil,Sumqayit,Books,Data Analytics Book,4,20.41,0.0,Bank Transfer,Cancelled
ORD0141,2026-06-19,C142,Zehra,Sumqayit,Furniture,Office Chair,5,39.36,0.1,Bank Transfer,Completed
ORD0142,2026-06-08,C139,Murad,Mingachevir,Clothing,Jeans,3,152.3,0.2,Card,Completed
ORD0143,2025-11-22,C183,Lala,Ganja,Clothing,Backpack,1,143.67,0.2,Bank Transfer,Completed
ORD0144,2025-07-15,C120,Orxan,Ganja,Clothing,Backpack,4,31.91,0.0,Card,Completed
ORD0145,2025-01-22,C190,Kamran,Sumqayit,Electronics,Wireless Mouse,2,223.64,0.15,Online Payment,Cancelled
ORD0146,2026-01-16,C176,Sabina,Mingachevir,Clothing,Jacket,3,121.85,0.1,Bank Transfer,Completed
ORD0147,2026-04-27,C146,Murad,Mingachevir,Home,Blender,4,15.29,0.05,,Completed
ORD0148,2025-05-10,C147,Lala,Lankaran,Books,Excel Book,3,23.52,0.0,Card,Returned
ORD0149,2025-10-30,C180,Nigar,Sumqayit,Clothing,Jacket,4,135.66,0.05,Card,Cancelled
ORD0150,2026-06-11,C134,Samir,Sumqayit,Home,Vacuum Cleaner,1,131.66,0.1,Online Payment,Completed
ORD0151,2026-03-06,C189,Aysel,Mingachevir,Clothing,Sneakers,5,174.75,0.0,Bank Transfer,Returned
ORD0152,2025-12-15,C164,Gunay,Mingachevir,Furniture,Table Lamp,4,35.72,0.2,Online Payment,Returned
ORD0153,2026-06-05,C138,Rauf,Lankaran,Electronics,Headphones,5,281.14,0.0,Online Payment,Completed
ORD0154,2025-10-01,C194,Murad,Shaki,Books,Python Book,3,8.6,0.1,Card,Completed
ORD0155,2025-03-29,C141,Aysel,Lankaran,Electronics,Keyboard,1,226.62,0.05,Bank Transfer,Returned
ORD0156,2025-08-30,C197,Murad,Baku,Clothing,Jacket,1,72.09,0.15,Cash,Completed
ORD0157,2025-04-13,C166,Elvin,Ganja,Books,AI Book,2,26.61,0.1,Cash,Completed
ORD0158,2025-11-13,C167,Tural,Shaki,Clothing,T-Shirt,1,172.01,0.15,Bank Transfer,Completed
ORD0159,2025-11-14,C184,Lala,Sumqayit,Furniture,Table Lamp,3,308.71,0.15,Online Payment,Returned
ORD0160,2025-05-07,C141,Gunay,Ganja,Furniture,Desk,3,183.89,0.1,Online Payment,Completed
ORD0161,2025-05-02,C119,Sabina,Shaki,Books,Python Book,4,53.33,0.1,Card,Cancelled
ORD0162,2026-07-03,C196,Kamran,Baku,Home,Air Fryer,3,173.28,0.1,Cash,Completed
ORD0163,2025-07-26,C197,Sabina,Lankaran,Home,Kettle,1,35.58,0.15,Bank Transfer,Completed
ORD0164,2025-12-30,C120,Gunay,Ganja,Books,AI Book,1,40.7,0.05,Card,Completed
ORD0165,2026-08-01,C179,Murad,Lankaran,Furniture,Monitor Stand,2,156.56,0.2,Cash,Returned
ORD0166,2026-06-14,C140,Nigar,Baku,Books,AI Book,3,27.96,0.1,Online Payment,Returned
ORD0167,2025-01-02,C137,Nigar,Shaki,Furniture,Table Lamp,5,149.31,0.05,Cash,Completed
ORD0168,2025-05-25,C189,Rauf,Lankaran,Books,Python Book,2,42.46,0.15,Card,Completed
ORD0169,2025-10-30,C131,Tural,Ganja,Clothing,Jacket,3,175.02,0.05,Online Payment,Completed
ORD0170,2025-12-27,C101,Nigar,Lankaran,Books,SQL Book,3,42.81,0.15,Card,Returned
ORD0171,2025-07-23,C137,Aysel,Baku,Clothing,Jacket,4,21.05,0.05,Bank Transfer,Returned
ORD0172,2025-11-30,C102,Rauf,Mingachevir,Clothing,Sneakers,4,33.47,0.0,Card,Completed
ORD0173,2025-06-10,C151,Lala,Lankaran,Books,Excel Book,2,12.6,0.05,Cash,Completed
ORD0174,2025-07-04,C139,Emil,Sumqayit,Home,Blender,2,107.09,0.0,Cash,Completed
ORD0175,2026-01-10,C108,Murad,Mingachevir,Books,AI Book,1,44.64,0.1,Card,Returned
ORD0176,2025-04-29,C190,Tural,Ganja,Books,SQL Book,2,42.4,0.0,Cash,Completed
ORD0177,2025-01-01,C119,,Shaki,Clothing,Sneakers,5,168.61,0.1,Card,Completed
ORD0178,2026-07-29,C173,Aysel,Baku,Clothing,Jeans,1,179.9,0.15,Card,Cancelled
ORD0179,2026-01-16,C104,Elvin,Sumqayit,Books,Python Book,2,13.67,0.1,Card,Completed
ORD0180,2026-03-31,C189,Nigar,Baku,Books,Data Analytics Book,4,27.53,0.1,Bank Transfer,Cancelled
ORD0181,2026-02-21,C149,Aysel,Sumqayit,Home,Air Fryer,4,171.32,0.0,Bank Transfer,Completed
ORD0182,2025-01-03,C185,Zehra,Ganja,Furniture,Desk,4,178.32,0.0,Cash,Completed
ORD0183,2025-10-20,C179,Gunay,Lankaran,Clothing,Backpack,3,80.81,0.1,Cash,Returned
ORD0184,2025-01-21,C123,Tural,Mingachevir,Furniture,Table Lamp,4,335.77,0.2,Online Payment,Completed
ORD0185,2026-04-15,C119,Murad,Shaki,Home,Air Fryer,5,281.31,0.1,Card,Completed
ORD0186,2025-10-18,C108,Zehra,Lankaran,Home,Kettle,2,243.86,0.05,Card,Completed
ORD0187,2025-09-20,C195,Gunay,Ganja,Furniture,Office Chair,5,197.19,0.0,Bank Transfer,Completed
ORD0188,2025-02-05,C184,Orxan,Shaki,Furniture,Monitor Stand,1,112.1,0.05,Card,Completed
ORD0189,2025-04-28,C121,Elvin,Lankaran,Home,Kettle,1,186.46,0.1,Bank Transfer,Completed
ORD0190,2026-08-07,C124,Aysel,Ganja,Furniture,Office Chair,3,298.76,0.1,Cash,Completed
ORD0191,2025-05-26,C119,Orxan,Ganja,Clothing,Jacket,1,125.79,0.05,Card,Completed
ORD0192,2026-03-08,C137,Emil,Sumqayit,Home,Air Fryer,4,260.9,0.0,Bank Transfer,Completed
ORD0193,2025-09-11,C125,Murad,Sumqayit,Electronics,Power Bank,5,275.62,0.1,Cash,Returned
ORD0194,2025-10-07,C160,Lala,Sumqayit,Books,Python Book,4,44.01,0.1,Cash,Cancelled
ORD0195,2025-03-14,C108,Aysel,Sumqayit,Clothing,Backpack,1,162.54,0.1,Card,Completed
ORD0196,2026-03-04,C127,,Shaki,Clothing,Jeans,2,125.48,0.1,Online Payment,Cancelled
ORD0197,2025-05-10,C187,Gunay,Ganja,Furniture,Bookshelf,1,90.9,0.2,Bank Transfer,Returned
ORD0198,2026-03-29,C177,Samir,Baku,Clothing,Jacket,2,29.65,0.0,Card,Completed
ORD0199,2026-05-30,C116,Lala,Mingachevir,Electronics,Smart Watch,4,441.93,0.2,Cash,Cancelled
ORD0200,2025-10-13,C121,Orxan,Shaki,Clothing,Jacket,2,55.2,0.1,Online Payment,Completed
ORD0201,2026-05-24,C114,Orxan,Baku,Books,AI Book,2,48.67,0.0,Card,Cancelled
ORD0202,2026-03-25,C175,Leyla,Lankaran,Furniture,Bookshelf,2,106.5,0.1,Bank Transfer,Returned
ORD0203,2025-11-12,C112,Emil,Baku,Home,Vacuum Cleaner,2,178.76,0.05,,Completed
ORD0204,2026-06-10,C173,Emil,Mingachevir,Furniture,Bookshelf,3,282.81,0.0,Cash,Completed
ORD0205,2025-09-23,C125,Murad,Baku,Furniture,Table Lamp,5,213.37,0.15,Online Payment,Returned
ORD0206,2026-04-28,C141,Elvin,Baku,Electronics,Power Bank,5,156.54,0.05,Online Payment,Cancelled
ORD0207,2026-08-03,C145,Gunay,Lankaran,Furniture,Table Lamp,4,73.25,0.0,Cash,Completed
ORD0208,2026-01-25,C132,Samir,Sumqayit,Furniture,Monitor Stand,2,63.81,0.1,Bank Transfer,Completed
ORD0209,2025-12-11,C102,Lala,Sumqayit,Books,Data Analytics Book,2,17.97,0.0,Online Payment,Completed
ORD0210,2025-11-25,C128,Lala,Shaki,Home,Coffee Maker,3,55.54,0.0,Online Payment,Completed
ORD0211,2026-07-06,C117,Nigar,Lankaran,Electronics,Smart Watch,4,292.27,0.0,Online Payment,Completed
ORD0212,2026-07-28,C199,Sabina,Sumqayit,Furniture,Monitor Stand,4,313.71,0.05,Bank Transfer,Cancelled
ORD0213,2026-01-21,C162,Tural,Mingachevir,Books,Excel Book,5,8.57,0.1,Cash,Cancelled
ORD0214,2025-08-30,C185,Nigar,Ganja,Electronics,Power Bank,5,25.21,0.2,Online Payment,Completed
ORD0215,2025-11-04,C155,Nigar,Ganja,Home,Coffee Maker,4,171.17,0.15,Online Payment,Completed
ORD0216,2026-03-12,C129,Elvin,Ganja,Furniture,Bookshelf,5,150.28,0.2,Card,Completed
ORD0217,2025-05-10,C160,Samir,Baku,Electronics,Headphones,2,425.42,0.15,Online Payment,Completed
ORD0218,2025-07-19,C149,Emil,Baku,Books,AI Book,4,41.13,0.05,Card,Completed
ORD0219,2025-04-11,C108,Samir,Baku,Books,AI Book,3,34.64,0.1,Bank Transfer,Completed
ORD0220,2025-08-20,C158,Emil,Shaki,Electronics,Power Bank,4,238.69,0.0,Bank Transfer,Completed
ORD0221,2026-03-18,C105,Nigar,Shaki,Home,Air Fryer,2,116.13,0.0,Online Payment,Completed
ORD0222,2026-04-08,C150,Leyla,Baku,Electronics,Headphones,4,439.68,0.1,Cash,Completed
ORD0223,2025-07-09,C110,Nigar,Lankaran,Electronics,Headphones,4,248.03,0.05,Cash,Returned
ORD0224,2025-10-15,C132,Gunay,Ganja,Books,Excel Book,3,55.86,0.0,Card,Completed
ORD0225,2025-05-04,C189,Murad,Shaki,Electronics,Headphones,4,181.68,0.0,Card,Completed
ORD0226,2025-05-02,C132,Lala,Baku,Home,Coffee Maker,4,199.06,0.15,Cash,Cancelled
ORD0227,2025-10-29,C107,Sabina,Lankaran,Books,Excel Book,3,58.88,0.0,Cash,Completed
ORD0228,2026-04-11,C102,Samir,Mingachevir,Electronics,Smart Watch,4,38.56,0.1,Bank Transfer,Completed
ORD0229,2026-02-25,C161,Aysel,Sumqayit,Clothing,Backpack,3,83.21,0.0,Cash,Completed
ORD0230,2025-12-28,C158,Kamran,Baku,Electronics,Power Bank,4,88.83,0.1,Card,Completed
ORD0231,2026-04-18,C110,Nigar,Shaki,Home,Blender,3,202.4,0.0,Card,Cancelled
ORD0232,2025-08-22,C190,Zehra,Shaki,Electronics,Smart Watch,4,245.39,0.1,Cash,Completed
ORD0233,2026-08-10,C116,Leyla,Shaki,Furniture,Monitor Stand,3,147.74,0.2,Online Payment,Cancelled
ORD0234,2025-08-15,C126,Nigar,Shaki,Clothing,Jacket,5,143.77,0.0,Bank Transfer,Cancelled
ORD0235,2025-01-20,C117,Sabina,Lankaran,Furniture,Table Lamp,5,88.02,0.1,Online Payment,Cancelled
ORD0236,2026-06-20,C134,Lala,Ganja,Furniture,Table Lamp,3,209.41,0.0,Online Payment,Completed
ORD0237,2025-04-19,C176,Lala,Ganja,Electronics,Keyboard,5,45.18,0.1,Online Payment,Completed
ORD0238,2025-04-23,C155,Aysel,Ganja,Books,AI Book,4,14.36,0.0,Online Payment,Completed
ORD0239,2025-06-10,C117,Elvin,Lankaran,Home,Coffee Maker,4,280.94,0.1,Bank Transfer,Returned
ORD0240,2026-08-25,C116,Nigar,Baku,Clothing,Sneakers,4,137.1,0.05,Cash,Completed
ORD0241,2025-09-11,C170,Aysel,Sumqayit,Books,Data Analytics Book,5,9.26,0.1,Bank Transfer,Completed
ORD0242,2025-12-15,C164,Nigar,Lankaran,Home,Blender,1,263.73,0.05,Online Payment,Cancelled
ORD0243,2025-10-22,C135,Aysel,Baku,Clothing,Jeans,4,28.3,0.1,Cash,Returned
ORD0244,2026-06-27,C184,Kamran,Baku,Clothing,Jacket,4,37.33,0.0,Online Payment,Completed
ORD0245,2025-08-08,C114,Kamran,Ganja,Furniture,Table Lamp,2,118.23,0.1,Cash,Completed
ORD0246,2026-08-19,C182,Zehra,Sumqayit,Electronics,Power Bank,1,386.83,0.0,Cash,Completed
ORD0247,2025-07-22,C120,Kamran,Mingachevir,Home,Blender,2,223.75,0.1,Online Payment,Returned
